Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
2444;November 2, 2022;Align Capital Partners;a Cleveland and Dallas-based private equity firm;$620 million;620;FALSE;Unknown
2445;November 3, 2022;Volocopter;a Bruchsal, Germany-based battery-powered aviation startup;$182 million;182;FALSE;Series E
2446;November 3, 2022;Alation;a Redwood City, Calif.-based enterprise data intelligence company;$123 million;123;TRUE;Series E
2447;November 3, 2022;AMP Robotics;a Louisville, Colo.-based A.I., robotics, and infrastructure company for the waste and recycling industry;$91 million;91;TRUE;Series C
2448;November 3, 2022;project44;a Chicago-based supply chain visibility platform;$80 million;80;FALSE;Unknown
2449;November 3, 2022;Lodgify;a Barcelona, Spain-based vacation rental software startup;$30 million;30;FALSE;Series B
2450;November 3, 2022;Concerto Biosciences;a Cambridge, Mass.-based microbial communities biotech designer;$23 million;23;FALSE;Series A
2451;November 3, 2022;Protein Evolution;a New Haven, Conn.-based carbon reduction climate tech startup;$23 million;23;FALSE;Unknown
2452;November 3, 2022;AMP;a Los Angeles-based energy management company for e-mobility;$17.25 million;17,25;FALSE;Series A
2453;November 3, 2022;Momento;a Seattle-based serverless cache company;$15 million;15;FALSE;Seed
2454;November 3, 2022;InterPrice Technologies;a New York-based treasury capital markets funding platform;$7.3 million;7,3;FALSE;Series A
2455;November 3, 2022;Exer AI;a Denver-based digital remote patient monitoring platform;$6.5 million;6,5;FALSE;Unknown
2456;November 3, 2022;Treet;a San Francisco-based branded resale platform;$3.5 million;3,5;FALSE;Seed
2457;November 3, 2022;Flowers Software;a Munich, Germany-based organizational management system for SMBs;$3.2 million;3,2;FALSE;Seed
2458;November 3, 2022;Mozart;a San Francisco-based Web3 gaming integration platform for game developers;$3 million;3;FALSE;Seed
2459;November 3, 2022;BuildWithin;a Washington, D.C.-based software management platform for apprenticeship and workplace training programs;$2.4 million;2,4;FALSE;Seed
2460;November 3, 2022;AiPrise;a Santa Clara, Calif.-based customer orchestration platform;$2 million;2;FALSE;Seed
2461;November 4, 2022;Emalex Biosciences;a Chicago-based drug development company for Tourette Syndrome;$250 million;250;FALSE;Series D
2462;November 4, 2022;Apiiro;a Boston, New York, and Tel Aviv-based cloud-native application security company;$100 million;100;TRUE;Series B
2463;November 4, 2022;Lusaris Therapeutics;a remote-based biotech company treating neuropsychiatric and neurological conditions;$60 million;60;FALSE;Series A
2464;November 4, 2022;Zest AI;a Los Angeles-based credit underwriting software company;$50.5 million;50,5;FALSE;Unknown
2465;November 4, 2022;Xeal;a New York-based electric vehicle charging company;$40 million;40;FALSE;Series B
2466;November 4, 2022;ORO;a San Francisco-based enterprise software platform for end-to-end procurement across teams;$25 million;25;FALSE;Series A
2467;November 4, 2022;Orum;an Austin-based live conversation platform;$22 million;22;FALSE;Series B
2468;November 4, 2022;Aro Homes;a San Francisco-based carbon-negative homebuilding startup;$21 million;21;FALSE;Unknown
2469;November 4, 2022;Runwise;a New York-based building control company;$19 million;19;FALSE;Series A
2470;November 4, 2022;Boston Materials;a Billerica, Mass.-based high-performance materials company;$12 million;12;FALSE;Series A
2471;November 4, 2022;Revuze;a Netanya, Israel-based consumer insights provider for brands;$12 million;12;FALSE;Unknown
2472;November 4, 2022;Intus Care;a Providence, R.I.-based predictive analytics platform developer for geriatric care;$11 million;11;TRUE;Unknown
2473;November 4, 2022;Playgig;a Los Angeles-based gaming studio;$10.85 million;10,85;FALSE;Seed
2474;November 4, 2022;constellr;a Freiburg, Germany-based space data and services company;$10 million;10;TRUE;Seed
2475;November 4, 2022;FLX Networks;a Bernardsville, N.J.-based engagement platform for asset and wealth management firms and financial advisors;$10 million;10;FALSE;Unknown
2476;November 4, 2022;SparkPlug;a San Francisco-based incentive management and wage supplementation platform for frontline workers;$8 million;8;FALSE;Series A
2477;November 4, 2022;Courtyard;a San Francisco-based NFT platform for physical goods;$7 million;7;FALSE;Seed
2478;November 4, 2022;Guaranteed;a New York-based hospice care startup;$6.5 million;6,5;FALSE;Seed
2479;November 4, 2022;VIEVE;a Strathaven, U.K.-based makeup brand;$6.15 million;6,15;FALSE;Series A
2480;November 4, 2022;​​Groove;a New York-based digital co-working platform;$3.5 million;3,5;FALSE;Unknown
2481;November 4, 2022;AtlasJobs;a Manhattan Beach, Calif.-based talent engagement and management platform;$2.5 million;2,5;FALSE;Seed
2482;November 4, 2022;Grip;a Miami-based shipping logistics company;$2 million;2;FALSE;Seed
2483;November 7, 2022;Yassir;a San Francisco-based ride hailing, food and grocery delivery, banking and other services marketplace;$150 million;150;FALSE;Series B
2484;November 7, 2022;Yes Hearing;a New York-based hearing technology and audiology care provider;$10 million;10;FALSE;Series A
2485;November 7, 2022;Carteav;a Rishon LeZion, Israel-based autonomous vehicle company;$6.5 million;6,5;FALSE;Unknown
2486;November 8, 2022;Aspen Power Partners;a Dallas-based decarbonization platform;$350 million;350;FALSE;Unknown
2487;November 8, 2022;Hopper;a Montreal, Canada-based travel booking app;$96 million;96;FALSE;Unknown
2488;November 8, 2022;AutoLeadStar;a Miami-based digital customer data and experience platform for the automotive industry;$40 million;40;TRUE;Unknown
2489;November 8, 2022;Dataloop;a Herzliya, Israel-based A.I. data management and annotation platform;$33 million;33;TRUE;Series B
2490;November 8, 2022;Ernesta;a New York-based D2C custom rug company;$25 million;25;FALSE;Series A
2491;November 8, 2022;EdgeDB;a San Francisco-based open source database developer;$15 million;15;TRUE;Series A
2492;November 8, 2022;Alethea;a Washington D.C.-based disinformation, misinformation, and social media manipulation detection company;$10 million;10;FALSE;Series A
2493;November 8, 2022;Archy;a San Francisco-based payments and management platform for dental practices;$10 million;10;FALSE;Unknown
2494;November 8, 2022;StretchSense;an Auckland-based motion capture technology company for the gaming and animation sectors;$7.6 million;7,6;FALSE;Series A
2495;November 8, 2022;Teamraderie;a Los Altos, Calif.-based team-building software company;$7 million;7;FALSE;Series A
2496;November 8, 2022;5Mins AI;a London, U.K.-based gamified learning platform;$5.7 million;5,7;FALSE;Seed
2497;November 8, 2022;Return;a San Francisco-based blockchain climate platform;$2.5 million;2,5;FALSE;Seed
2498;November 8, 2022;WorkTorch;a Wichita, Kan.-based service industry career platform;$2.2 million;2,2;FALSE;Seed
2499;November 9, 2022;Beekeeper;a San Francisco and Zurich, Switzerland-based automation company for frontline workers;$50 million;50;FALSE;Series C
2500;November 9, 2022;Laika;a New York-based compliance platform;$50 million;50;FALSE;Series C
2501;November 9, 2022;Juvena Therapeutics;a Redwood City, Calif.-based biotech company that maps secreted proteins;$41 million;41;FALSE;Series A
2502;November 9, 2022;Eliyan Corporation;a Santa Clara, Calif.-based chiplet developer;$40 million;40;FALSE;Series A
2503;November 9, 2022;Infinitum Electric;an Austin-based air core motor creator;$30 million;30;FALSE;Unknown
2504;November 9, 2022;Muncher;a Bogotá-based dark kitchen foodtech platform;$27 million;27;FALSE;Series B
2505;November 9, 2022;Harmonic;a New York-based startup search platform;$23 million;23;FALSE;Series A
2506;November 9, 2022;Peace Out Skincare;a San Francisco-based skincare brand;$20 million;20;FALSE;Unknown
2507;November 9, 2022;Fordefi;a New York-based financial technology and software company;$18 million;18;FALSE;Seed
2508;November 9, 2022;Equals;a San Francisco-based spreadsheet analytics platform for startups;$16 million;16;TRUE;Series A
2509;November 9, 2022;Everybuddy Games;a Tel Aviv-based game developer;$15 million;15;FALSE;Series A
2510;November 9, 2022;Biofire;a Broomfield, Colo.-based firearms technology company;$14 million;14;FALSE;Series A
2511;November 9, 2022;Veriti;a Tel Aviv-based security infrastructure company;$12 million;12;TRUE;Unknown
2512;November 9, 2022;Antavo;a London-based enterprise loyalty cloud platform;$10.08 million;10,08;FALSE;Series A
2513;November 9, 2022;Atlar;a Stockholm-based bank payments platform for automated money movement;$5.03 million;5,03;FALSE;Seed
2514;November 9, 2022;Secure AI Labs;a Cambridge, Mass.-based clinical data registry for patient advocacy groups;$4.7 million;4,7;TRUE;Seed
2515;November 9, 2022;Something and Nothing;a London-based beverage company;$2.9 million;2,9;FALSE;Unknown
2516;November 9, 2022;Ro&Zo;a Waltham Cross, U.K.-based womenswear brand;$1.73 million;1,73;FALSE;Unknown
2517;November 10, 2022;Ramp;a London-based payment rails builder to connect crypto to the global financial system;$70 million;70;FALSE;Series B
2518;November 10, 2022;TRM Labs;a San Francisco-based blockchain intelligence company;$70 million;70;FALSE;Series B
2519;November 10, 2022;Island;a Dallas-based enterprise browser company;$60 million;60;FALSE;Series B
2520;November 10, 2022;Hwy Haul;a Santa Clara, Calif.-based digital freight platform connecting produce shippers with truckers;$10 million;10;FALSE;Unknown
2521;November 10, 2022;Ibex Medical Analytics;a Tel Aviv-based cancer diagnostics company;$10 million;10;FALSE;Unknown
2522;November 10, 2022;Topicals;a Santa Monica-based skincare company;$10 million;10;FALSE;Unknown
2523;November 10, 2022;Yave;a Mexico City-based embedded mortgage platform for Latin America;$7.5 million;7,5;FALSE;Seed
2524;November 10, 2022;Contraline;a Charlottesville, Va.-based male contraception producer;$7.2 million;7,2;FALSE;Unknown
2525;November 10, 2022;WellTheory;a San Francisco-based nutrition and lifestyle coaching provider for those with autoimmune diseases;$7.2 million;7,2;FALSE;Seed
2526;November 10, 2022;TOffeeAM;a London-based software design company for green manufacturing;$5.69 million;5,69;FALSE;Seed
2527;November 10, 2022;MySimplePetLab;a Minneapolis-based home pet diagnostic tests company;$5 million;5;FALSE;Series A
2528;November 10, 2022;Kalder;a New York-based brand engagement platform;$3 million;3;FALSE;Seed
2529;November 10, 2022;Embue;a Worcester, Mass.-based building intelligence, monitoring, automation, and control solution for multifamily apartment building portfolios;$2.3 million;2,3;FALSE;Seed
2530;November 11, 2022;Kyte;a San Francisco-based rental car delivery company;$60 million;60;FALSE;Series B
2531;November 11, 2022;Coefficient;a Mountain View, Calif.-based data connectivity and automation company for spreadsheets;$18 million;18;TRUE;Series A
2532;November 11, 2022;Tellus;a Cupertino, Calif.-based savings platform powered by real estate;$16 million;16;FALSE;Seed
2533;November 11, 2022;The Wire;a New York-based news and data platform focused on China and global supply chains;$14 million;14;TRUE;Series A
2534;November 11, 2022;​​Savvy;a New York-based wealth management platform;$11 million;11;FALSE;Series A
2535;November 11, 2022;Directus;a Brooklyn, New York-based open source software company;$7 million;7;FALSE;Series A
2536;November 11, 2022;Recess;a Venice, Calif.-based marketing platform connecting brands with events and venues;$5 million;5;FALSE;Series A
2537;November 11, 2022;Electric Era;a Seattle-based climate tech startup;$4 million;4;FALSE;Unknown
2538;November 14, 2022;Agriconomie;a Coole, France-based multiservice platform for farmers;$62.17 million;62,17;FALSE;Series B
2539;November 14, 2022;Vow;a Sydney, Australia-based cultivated meat company;$49.2 million;49,2;FALSE;Series A
2540;November 14, 2022;Elemental Machines;a Cambridge, Mass.-based intelligence platform developer for labs;$41 million;41;FALSE;Series B
2541;November 14, 2022;Hoken;a New York-based event-focused lodging marketplace;$9 million;9;FALSE;Seed
2542;November 14, 2022;Keyo;a San Francisco-based biometric identity company;$7 million;7;FALSE;Unknown
2543;November 14, 2022;Luminopia;a Cambridge, Mass.-based prescription digital therapeutics company developing treatments for neuro-visual disorders;$5.7 million;5,7;FALSE;Unknown
2544;November 14, 2022;Thallo;a London, U.K.-based climate tech and Web3 startup;$2.5 million;2,5;FALSE;Seed
2545;November 14, 2022;CloudTruth;a Boston-based cloud configuration management platform;$2.4 million;2,4;FALSE;Seed
2546;November 14, 2022;Pet’s Table;a Mexico City, Mexico-based D2C pet food company;$2 million;2;FALSE;Seed
2547;November 21, 2022;Rezo Therapeutics;a San Francisco-based disease networks mapping biotech company;$78 million;78;FALSE;Series A
2548;November 21, 2022;Speak;a San Francisco-based English language learning platform;$27 million;27;FALSE;Series B
2549;November 21, 2022;Nymbl Science;a Denver, Colo.-based older adult digital health company;$12 million;12;FALSE;Series B
2550;November 21, 2022;Diffblue;an Oxford, U.K.-based A.I.-for-code software company;$8 million;8;TRUE;Unknown
2551;November 21, 2022;Metaspectral;a Vancouver, Canada-based computer vision software company;$4.7 million;4,7;FALSE;Seed
2552;November 21, 2022;Surround Insurance;a Cambridge, Mass.-based insurance provider;$2.5 million;2,5;FALSE;Seed
2553;November 18, 2022;Symend;a Calgary, Canada-based behavioral engagement technology company;$42 million;42;FALSE;Unknown
2554;November 18, 2022;Spot AI;a Burlingame, Calif.-based video intelligence company;$40 million;40;FALSE;Series B
2555;November 18, 2022;ContinuumTM;a Los Gatos, Calif.-based metal recycling and supply company;$36 million;36;FALSE;Unknown
2556;November 18, 2022;Service 1st Financial;a Bethesda, Md.-based fintech and training company for residential home service contractors;$20 million;20;FALSE;Series B
2557;November 18, 2022;Daylight;a New York-based banking app for the LGBTQ+ community;$15 million;15;FALSE;Unknown
